,date,open,close,high,low,volume,amount,amplitude,pct_chg,change,turnover_rate,symbol
0,2016-05-30,1.05,1.05,1.05,1.05,38086,3999073.0,0.0,-77.17,-3.55,21.26,SZ833580
1,2016-06-24,1.1,1.1,1.1,1.1,17885,1967375.0,0.0,4.76,0.05,10.62,SZ833580
2,2016-09-26,1.0,1.0,1.0,1.0,10000,1000000.0,0.0,-9.09,-0.1,5.94,SZ833580
3,2017-03-10,1.1,1.1,1.1,1.1,6200,682000.0,0.0,10.0,0.1,3.23,SZ833580
4,2017-03-13,1.1,1.1,1.1,1.1,9290,1021900.0,0.0,0.0,0.0,4.84,SZ833580
5,2017-03-17,1.1,1.1,1.1,1.1,15411,1695262.0,0.0,0.0,0.0,8.03,SZ833580
6,2019-10-11,2.6,2.6,2.6,2.6,8320,1996800.0,0.0,136.36,1.5,4.93,SZ833580
7,2020-03-24,2.7,5.0,5.0,2.7,50,14800.0,88.46,92.31,2.4,0.03,SZ833580
8,2020-03-25,3.2,3.1,3.2,3.1,20,5900.0,2.0,-38.0,-1.9,0.01,SZ833580
9,2020-03-26,5.2,5.2,5.2,5.2,10,5000.0,0.0,67.74,2.1,0.01,SZ833580
10,2020-03-30,5.19,5.2,5.2,5.19,39,19490.0,0.19,0.0,0.0,0.02,SZ833580
11,2020-04-01,5.2,5.2,5.2,5.2,9,4500.0,0.0,0.0,0.0,0.01,SZ833580
12,2020-06-23,8.31,8.31,8.31,8.31,10,8010.0,0.0,59.81,3.11,0.01,SZ833580
13,2020-06-29,6.3,6.3,6.3,6.3,4,2400.0,0.0,-24.19,-2.01,0.0,SZ833580
14,2020-08-07,6.3,6.3,6.3,6.3,6,3600.0,0.0,0.0,0.0,0.0,SZ833580
15,2020-08-10,7.3,7.3,7.3,7.3,10,7000.0,0.0,15.87,1.0,0.01,SZ833580
16,2020-08-12,14.3,14.3,14.3,14.3,1,1400.0,0.0,95.89,7.0,0.0,SZ833580
17,2020-09-02,7.3,7.3,7.3,7.3,6,4200.0,0.0,-48.95,-7.0,0.0,SZ833580
18,2020-09-09,8.08,8.08,8.08,8.08,2,1307.0,0.0,10.68,0.78,0.0,SZ833580
19,2020-09-10,9.11,9.11,9.11,9.11,4,3612.0,0.0,12.75,1.03,0.0,SZ833580
20,2020-09-11,9.11,9.11,9.11,9.11,3,2554.0,0.0,0.0,0.0,0.0,SZ833580
21,2020-11-30,5.3,5.3,5.3,5.3,5,2500.0,0.0,-41.82,-3.81,0.0,SZ833580
22,2020-12-18,4.3,4.31,4.31,4.3,25,10015.0,0.19,-18.68,-0.99,0.02,SZ833580
23,2020-12-29,5.38,5.36,5.38,5.36,11,5634.0,0.46,24.36,1.05,0.01,SZ833580
24,2021-01-19,2.88,2.88,2.88,2.88,1,232.0,0.0,-46.27,-2.48,0.0,SZ833580
25,2021-02-03,5.46,5.46,5.46,5.46,5,2518.0,0.0,89.58,2.58,0.0,SZ833580
26,2021-02-05,5.47,5.48,5.48,5.47,3,1552.0,0.18,0.37,0.02,0.0,SZ833580
27,2021-03-08,5.9,5.9,5.9,5.9,1,560.0,0.0,7.66,0.42,0.0,SZ833580
28,2021-03-22,5.9,5.9,5.9,5.9,8,4642.0,0.0,0.0,0.0,0.01,SZ833580
29,2021-03-23,5.9,5.9,5.9,5.9,2,884.0,0.0,0.0,0.0,0.0,SZ833580
30,2021-04-07,5.9,5.9,5.9,5.9,1,560.0,0.0,0.0,0.0,0.0,SZ833580
31,2021-06-10,5.3,5.3,5.3,5.3,1,505.0,0.0,-10.17,-0.6,0.01,SZ833580
32,2021-06-15,6.29,6.29,6.29,6.29,30,17970.0,0.0,18.68,0.99,0.26,SZ833580
33,2022-05-13,6.29,11.43,19.07,5.8,155619,115845914.0,270.82,133.27,6.53,78.56,SZ833580
34,2022-05-16,8.18,8.31,11.3,8.13,117503,103563556.0,27.73,-27.3,-3.12,59.32,SZ833580
35,2022-05-17,8.1,7.58,8.79,7.43,85474,65230566.0,16.37,-8.78,-0.73,43.15,SZ833580
36,2022-05-18,7.35,7.01,7.51,7.0,64398,44317132.0,6.73,-7.52,-0.57,32.51,SZ833580
37,2022-05-19,6.94,6.86,6.98,6.5,56863,36379080.0,6.85,-2.14,-0.15,28.71,SZ833580
38,2022-05-20,6.71,6.93,7.01,6.7,35882,23454510.0,4.52,1.02,0.07,18.12,SZ833580
39,2022-05-23,6.85,6.74,7.0,6.71,25018,16194430.0,4.18,-2.74,-0.19,12.63,SZ833580
40,2022-05-24,6.72,6.27,6.79,6.26,36777,22689080.0,7.86,-6.97,-0.47,18.57,SZ833580
41,2022-05-25,6.21,6.2,6.31,6.14,17869,10556820.0,2.71,-1.12,-0.07,9.02,SZ833580
